TIMESTAMP,H,SW_IN,TA,VPD
200801030930,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801031000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801031030,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801031100,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801031130,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801031200,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801031230,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801031300,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801031330,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801031400,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801031430,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801031500,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801031530,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801031600,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801031630,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801031700,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801031730,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801031800,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801031830,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801031900,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801031930,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801032000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801032030,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801032100,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801032130,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801032200,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801032230,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801032300,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801032330,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801040000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801040030,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801040100,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801040130,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801040200,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801040230,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801040300,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801040330,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801040400,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801040430,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801040500,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801040530,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801040600,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801040630,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801040700,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801040730,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801040800,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801040830,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801040900,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801040930,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801041000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801041030,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801041100,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801041130,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801041200,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801041230,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801041300,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801041330,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801041400,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801041430,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801041500,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801041530,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801041600,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801041630,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801041700,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801041730,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801041800,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801041830,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801041900,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801041930,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801042000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801042030,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801042100,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801042130,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801042200,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801042230,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801042300,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801042330,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801050000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801050030,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801050100,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801050130,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801050200,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801050230,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801050300,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801050330,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801050400,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801050430,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801050500,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801050530,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801050600,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801050630,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801050700,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801050730,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801050800,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801050830,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801050900,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801050930,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801051000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801051030,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801051100,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801051130,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801051200,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801051230,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801051300,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801051330,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801051400,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801051430,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801051500,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801051530,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801051600,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801051630,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801051700,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801051730,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801051800,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801051830,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801051900,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801051930,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801052000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801052030,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801052100,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801052130,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801052200,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801052230,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801052300,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801052330,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801060000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801060030,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801060100,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801060130,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801060200,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801060230,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801060300,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801060330,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801060400,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801060430,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801060500,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801060530,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801060600,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801060630,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801060700,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801060730,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801060800,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801060830,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801060900,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801060930,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801061000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801061030,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801061100,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801061130,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801061200,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801061230,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801061300,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801061330,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801061400,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801061430,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801061500,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801061530,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801061600,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801061630,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801061700,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801061730,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801061800,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801061830,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801061900,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801061930,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801062000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801062030,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801062100,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801062130,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801062200,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801062230,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801062300,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801062330,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801070000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801070030,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801070100,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801070130,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801070200,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801070230,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801070300,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801070330,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801070400,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801070430,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801070500,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801070530,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801070600,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801070630,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801070700,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801070730,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801070800,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801070830,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801070900,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801070930,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801071000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801071030,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801071100,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801071130,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801071200,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801071230,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801071300,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801071330,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801071400,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801071430,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801071500,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801071530,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801071600,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801071630,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801071700,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801071730,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801071800,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801071830,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801071900,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801071930,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801072000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801072030,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801072100,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801072130,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801072200,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801072230,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801072300,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801072330,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801080000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801080030,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801080100,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801080130,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801080200,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801080230,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801080300,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801080330,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801080400,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801080430,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801080500,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801080530,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801080600,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801080630,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801080700,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801080730,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801080800,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801080830,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801080900,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801080930,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801081000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801081030,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801081100,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801081130,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801081200,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801081230,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801081300,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801081330,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801081400,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801081430,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801081500,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801081530,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801081600,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801081630,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801081700,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801081730,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801081800,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801081830,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801081900,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801081930,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801082000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801082030,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801082100,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801082130,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801082200,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801082230,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801082300,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801082330,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801090000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801090030,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801090100,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801090130,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801090200,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801090230,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801090300,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801090330,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801090400,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801090430,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801090500,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801090530,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801090600,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801090630,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801090700,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801090730,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801090800,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801090830,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801090900,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801090930,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801091000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801091030,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801091100,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801091130,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801091200,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801091230,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801091300,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801091330,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801091400,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801091430,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801091500,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801091530,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801091600,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801091630,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801091700,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801091730,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801091800,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801091830,-9999.000000,-9999.000000,-9999.000000,-9999.000000
200801091900,-9999.000000,-9999.000000,-9999.000000,-9999.000000
